facility_id,official_station_name,location_descriptive_name_common_name,classification,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,after_hours_phone_number,pharmacy_phone_number,enrollment_coordinator_phone_number,patient_advocate_phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
673GF,Zephyrhills VA Clinic,Zephyrhills,Primary Care CBOC,6937 Medical View Lane,,Zephyrhills,FL,33542,813-780-2550 x,813-780-3010 x,813-903-3600 x,813-972-7630 x,813-972-2000 x5570,813-978-5856 x,28.25770961,-82.18313969,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
673QA,Forty Sixth Street North VA Clinic,Forty Sixth Street North-Tampa,Other Outpatient Services (OOS),14014 North 46th Street,,Tampa,FL,33612,813-972-2000 x6291,888-281-5463 x,813-972-2000 x,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.07465588,-82.41000609,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QB,Forty Sixth Street South VA Clinic,Forty Sixth Street South-Tampa,Other Outpatient Services (OOS),10770 North 46th Street,Suite 100,Tampa,FL,33617,813-972-2000 x6291,888-281-5463 x,813-972-2000 x,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.04621085,-82.40993156,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QC,West Lakeland VA Clinic,West Lakeland,Other Outpatient Services (OOS),4231 South Pipkin Road,,Lakeland,FL,33811,813-972-2000 x5155,888-281-5463 x,813-972-2000 x,888-281-5463 x,813-972-2000 x5570,813-978-5856 x,27.98808868,-81.99643873,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QD,Deer Park VA Clinic,Deer Park-New Port Richey,Other Outpatient Services (OOS),5138 Deer Park Boulevard,Suites 101 and 102,New Port Richey,FL,34653,727-372-1481 x,727-372-1754 x,813-972-2000 x,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.23412316,-82.66742258,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QE,Highway Nineteen VA Clinic,Highway Nineteen-New Port Richey,Other Outpatient Services (OOS),110210 US Highway 19 North,"Suite 102, Costal Center",New Port Richey,FL,34668,727-863-1035 x,727-863-1027 x,813-972-2000 x,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.31730049,-82.69943121,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QF,Winners Circle VA Clinic,Winners Circle-Tampa,Other Outpatient Services (OOS),14517 Bruce B. Downs Boulevard,,Tampa,FL,33613,813-228-2761 x7122,813-972-7673 x,813-972-2000 x7658,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.08051328,-82.42170098,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QG,Little Road VA Clinic,Little Road-New Port Richey,Other Outpatient Services (OOS),7701 Little Road,,New Port Richey,FL,34652,727-869-4100 x,727-697-5130 x,813-972-2000 x,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.26937626,-82.67453943,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QH,Bruce B. Downs Boulevard VA Clinic,Bruce B. Downs Boulevard-Tampa,Other Outpatient Services (OOS),12210 Bruce B. Downs Boulevard,,Tampa,FL,33612,813-972-2000 x5500,813-972-7673 x,813-972-2000 x3650,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.05930081,-82.42617192,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QI,Medical View Lane VA Clinic,Medical View Lane-Zephyrhills,Other Outpatient Services (OOS),6938 Medical View Lane,"Building 7, Suite 7",Zephyrhills,FL,33542,813-972-2000 x5155,813-972-7673 x,813-972-2000 x,888-281-5463 x,813-972-2000 x7658,813-978-5856 x,28.25765565,-82.18316628,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
673QJ,Hidden River VA Clinic,Hidden River-Tampa,Other Outpatient Services (OOS),13515 Lake Terrace Lane,,Tampa,FL,33637,813-998-8000 x,813-998-8171 x,813-972-2000 x6196,813-972-2000 x7519,814-972-2000 x5570,813-972-2000 x5856,28.07143419,-82.3587643,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,800AM-1200PM,-,We are closed Sunday's and all federal holidays.
673QK,Tampa 1 VA Mobile Clinic,Tampa 1 Mobile,Primary Care CBOC,13000 Bruce B. Downs Boulevard,,Tampa,FL,33612,813-972-2000 x,813-972-7673 x,813-903-3600 x3650,813-972-7630 x,813-972-2000 x5570,813-978-5856 x,28.06416103,-82.42617192,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment only. We are closed weekends and all federal holidays.
673QL,Tampa 2 VA Mobile Clinic,Tampa 2 Mobile,Other Outpatient Services (OOS),13000 Bruce B. Downs Boulevard,,Tampa,FL,33612,813-972-2000 x,813-972-7673 x,813-903-3600 x3650,813-972-7630 x,813-972-2000 x5570,813-978-5856 x,28.06416103,-82.42617192,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment only. We are closed weekends and all federal holidays.
675,Orlando VA Medical Center,Lake Nona,VA Medical Center (VAMC),13800 Veterans Way,,Orlando,FL,32827,407-629-1599 x,407-599-1463 x,407-599-1404 x,407-599-1404 x,407-629-1599 x1434,407-599-1351 x,28.36758244,-81.27709119,-,-,-,-,-,-,-,"Both the Domiciliary (60 beds) and the CLC (120 beds) are fully operational at the Lake Nona hospital site. There are no active outpatient clinics, however."
675GA,Viera VA Clinic,Viera,Health Care Center (HCC),2900 Veterans Way,,Viera,FL,32940,321-637-3788 x,321-637-3515 x,877-741-3400 x,321-637-3625 x,321-637-3575 x,321-637-3534 x,28.25522828,-80.73919073,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment for Primary Care and Mental Health weekday evenings and Saturdays. Most services closed weekends and all federal holidays.
675GB,"William V. Chappell, Jr. Veterans' Outpatient Clinic",Daytona Beach,Multi-Specialty CBOC,551 National Health Care Drive,,Daytona Beach,FL,32114,386-323-7500 x,386-323-7570 x,407-599-1404 x,407-599-1404 x,386-323-7500 x30090,386-323-7527 x,29.20598522,-81.0621436,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment for Primary Care and Mental Health weekday evenings and Saturdays. Most services closed weekends and all federal holidays.
675GC,Kissimmee VA Clinic,Kissimmee,Primary Care CBOC,2285 North Central Avenue,,Kissimmee,FL,34741,407-518-5004 x,407-932-7012 x,407-599-1404 x,407-599-1404 x,407-629-1599 x1434,321-397-6352 x,28.31287725,-81.40857006,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
675GD,Orange City VA Clinic,Orange City-Sanford,Primary Care CBOC,2583 South Volusia Avenue,Suite 300,Orange City,FL,32763,386-456-2080 x,386-456-2122 x,407-599-1404 x,407-599-1404 x,407-629-1599 x1434,321-397-6352 x,28.91395732,-81.30222192,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
675GE,Leesburg VA Clinic,Leesburg,Primary Care CBOC,711 West Main Street,,Leesburg,FL,34748,352-435-4000 x,352-435-4015 x,407-599-1404 x,407-599-1404 x,352-435-4005 x,407-599-1351 x,28.81111274,-81.87866173,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
675GF,Clermont VA Clinic,Clermont,Primary Care CBOC,805 Oakley Seaver Drive,,Clermont,FL,34711,352-536-8200 x,352-536-8292 x,407-599-1404 x,407-599-1404 x,352-435-4005 x,407-599-1351 x,28.55364346,-81.72523962,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
675GG,Lake Baldwin VA Clinic,Lake Baldwin-Orlando,Health Care Center (HCC),5201 Raymond Street,,Orlando,FL,32803,407-629-1599 x,407-599-1463 x,407-599-1404 x,407-599-1404 x,407-629-1599 x1434,407-599-1351 x,28.5790442,-81.32022334,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,"We are open extended hours for compensation and pension, mental health, primary care, audiology, and sleep lab services. Most outpatient clinics are closed weekends and federal holidays.  Audiology clinic is open 7 days a week except federal holidays."
675QB,Port Orange VA Clinic,Port Orange,Other Outpatient Services (OOS),3731 South Clyde Morris Boulevard,,Port Orange,FL,32129,386-763-8300 x,386-763-8299 x,407-599-1404 x,877-646-4550 x,386-323-7500 x37798,386-323-7527 x37527,29.14561009,-81.03515947,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
675QC,Westside Pavilion VA Clinic,Westside Pavilion-Daytona Beach,Other Outpatient Services (OOS),1821 Business Park Boulevard,,Daytona Beach,FL,32114,386-366-6700 x,386-366-6790 x,407-599-1404 x,407-646-4500 x,386-323-7500 x37798,386-323-7527 x37527,29.20361455,-81.07551096,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
675QD,Crossroads VA Clinic,Crossroads-Winter Park,Other Outpatient Services (OOS),925 South Semoran Boulevard,"Suites 112, 114 and 120",Winter Park,FL,32792,407-621-2600 x,407-621-2671 x,321-689-7190 x,877-646-4550 x,407-629-1599 x1434,407-288-9153 x,28.58421972,-81.30681897,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
675QE,Orlando 1 VA Mobile Clinic,Orlando 1 Mobile,Other Outpatient Services (OOS),5201 Raymond Street,,Orlando,FL,32803,407-629-1599 x,407-599-1463 x,407-599-1404 x,407-599-1404 x,407-629-1599 x1434,407-599-1351 x,28.5790442,-81.32022334,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment only. We are closed weekends and all federal holidays.
675QF,Orlando 2 VA Mobile Clinic,Orlando 2 Mobile,Other Outpatient Services (OOS),5201 Raymond Street,,Orlando,FL,32803,407-629-1599 x,407-599-1463 x,407-599-1404 x,407-599-1404 x,407-629-1599 x1434,407-599-1351 x,28.5790442,-81.32022334,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment only. We are closed weekends and all federal holidays.
596,Lexington VA Medical Center-Leestown,Lexington-Leestown,VA Medical Center (VAMC),2250 Leestown Road,,Lexington,KY,40511,859-233-4511 x,859-281-4911 x,877-291-5311 x,888-824-3577 x,859-281-4948 x,859-233-4511 x4110,38.07476546,-84.53748645,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open extended hours for Primary Care and Mental Health. We are closed weekends and all federal holidays.  Community Living Center and Domiciliary are open 24 hours a day 7 days a week.
596A4,Lexington VA Medical Center-Cooper,Lexington-Cooper,VA Medical Center (VAMC),1101 Veterans Drive,,Lexington,KY,40502,859-281-4901 x,859-281-4911 x,877-291-5311 x,888-824-3577 x,859-281-4948 x,859-233-4511 x4110,38.02643047,-84.5070778,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative and outpatient clinic hours 8 a.m. to 4:30 p.m. Extended hours are available for mental health. We are closed weekends and all federal holidays. Emergency and Acute care is 24 hours a day 7 days a week.
596GA,Somerset VA Clinic,Somerset,Primary Care CBOC,163 Tower Circle,,Somerset,KY,42503,606-676-0786 x,606-451-0446 x,877-291-5311 x,888-824-3577 x,859-281-4948 x,859-233-4511 x4110,37.0869508,-84.62959026,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
596GB,Morehead VA Clinic,Morehead,Primary Care CBOC,333 Beacon Hill Road,Suite 100,Morehead,KY,40351,606-784-3004 x,606-784-3011 x,877-291-5311 x,888-824-3577 x,859-281-4948 x,859-233-4511 x4110,38.16307093,-83.4473501,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,830AM-430PM,-,-,We are closed weekends and all federal holidays.
596GC,Hazard VA Clinic,Hazard,Primary Care CBOC,210 Black Gold Boulevard,Suite 107,Hazard,KY,41701,606-436-2350 x,859-281-4911 x,877-291-5311 x,888-824-3577 x,859-281-4948 x,859-233-4511 x4110,37.25460246,-83.1999543,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
596GD,Berea VA Clinic,Berea,Primary Care CBOC,209 Pauline Drive,,Berea,KY,40403,859-986-1259 x,859-986-1289 x,877-291-5311 x,888-824-3577 x,859-281-4948 x,859-233-4511 x4110,37.59722379,-84.3230237,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
596QA,Cumberland River VA Clinic,Cumberland River-Corbin,Other Outpatient Services (OOS),1203 American Greeting Card Road,,Corbin,KY,40701,859-233-4511 x7650,859-281-4953 x,859-233-4511 x4950,859-233-4511 x4961,859-281-4948 x,859-233-4511 x5964,36.97743851,-84.08974014,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603,Robley Rex Department of Veterans Affairs Medical Center,Louisville,VA Medical Center (VAMC),800 Zorn Avenue,,Louisville,KY,40206,502-287-4000 x,502-287-6225 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,38.27079232,-85.6941781,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
603GA,Fort Knox VA Clinic,Fort Knox,Primary Care CBOC,289 Ireland Loop,,Fort Knox,KY,40121,502-624-9396 x,502-624-0293 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,37.90067145,-85.9428245,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603GB,New Albany VA Clinic,New Albany,Primary Care CBOC,811 Northgate Boulevard,,New Albany,IN,47150,502-287-4100 x,812-941-0963 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,38.33244803,-85.8157581,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603GC,Shively VA Clinic,Shively-Louisville,Primary Care CBOC,3934 North Dixie Highway,Suite 210,Louisville,KY,40216,502-287-6000 x,502-449-9290 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,38.19380503,-85.80698231,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603GD,Dupont VA Clinic,Dupont-Louisville,Primary Care CBOC,4010 Dupont Circle,Suite 100,Louisville,KY,40207,502-287-6986 x,502-895-6883 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,38.23332868,-85.63074923,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603GE,Newburg VA Clinic,Newburg-Louisville,Multi-Specialty CBOC,3430 Newburg Road,Suite 200,Louisville,KY,40218,502-287-6223 x,502-473-8622 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,38.19550754,-85.6794097,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603GF,Grayson County VA Clinic,Grayson County-Clarkson,Primary Care CBOC,619 West Main Street,,Clarkson,KY,42726,866-653-8232 x,270-242-4056 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,37.49561296,-86.23388992,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603GG,Scott County VA Clinic,Scott County-Scottsburg,Multi-Specialty CBOC,1467 North Scott Valley Drive,,Scottsburg,IN,47170,502-287-6900 x,812-752-7026 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,38.70594997,-85.78878724,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603GH,Carrollton VA Clinic,Carrollton,Primary Care CBOC,1911 Highway 227,,Carrollton,KY,41008,502-287-6060 x,502-732-8553 x,877-291-5311 x,502-287-6179 x,502-287-5715 x,502-287-5386 x,38.66359726,-85.14099601,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
603QA,Mount Tabor VA Clinic,Mount Tabor-New Albany,Other Outpatient Services (OOS),821 Mount Tabor Road,,New Albany,IN,47150,502-287-4605 x,812-941-0963 x,502-287-5047 x,502-287-6179 x,877-291-5311 x,502-287-5386 x,38.33155757,-85.816032,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
614,Memphis VA Medical Center,Memphis,VA Medical Center (VAMC),1030 Jefferson Avenue,,Memphis,TN,38104,901-523-8900 x,901-577-7491 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,35.142498,-90.02545804,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
614GA,Tupelo VA Clinic,Tupelo,Primary Care CBOC,499 Gloster Creek Village,Suite D1,Tupelo,MS,38801,662-690-8007 x,662-651-4658 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,34.25359184,-88.71878307,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
614GB,Jonesboro VA Clinic,Jonesboro,Primary Care CBOC,1901 Wood Springs Road,,Jonesboro,AR,72401,870-268-6962 x,870-268-6962 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,35.81878961,-90.73088531,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
614GC,Marshall County VA Clinic,Marshall County-Holly Springs,Other Outpatient Services (OOS),1700 Crescent Meadows Drive,,Holly Springs,MS,38635,662-838-2098 x,662-838-7945 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,34.75045807,-89.45599643,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
614GD,Savannah VA Clinic,Savannah,Primary Care CBOC,765 Florence Road,,Savannah,TN,38372,731-925-2300 x,731-925-3506 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,35.21358756,-88.23930083,800AM-500PM,800AM-500PM,800AM-500PM,800AM-500PM,800AM-500PM,-,-,We are closed weekends and all federal holidays.
614GE,Covington VA Clinic,Covington-Memphis,Primary Care CBOC,3461 Austin Peay Highway,,Memphis,TN,38128,901-261-4500 x,901-577-7491 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,35.21974077,-89.91062762,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
614GF,Memphis South VA Clinic,Memphis South,Primary Care CBOC,1056 East Raines Road,,Memphis,TN,38116,901-271-4900 x,901-271-4910 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,35.03535079,-90.02874171,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
614GG,Jackson VA Clinic,Jackson,Primary Care CBOC,180 Old Hickory Boulevard,Suite A,Jackson,TN,38305,731-661-2750 x,901-577-7491 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,35.65321272,-88.83502466,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
614GI,Dyersburg VA Clinic,Dyersburg,Primary Care CBOC,433 East Parkview Street,,Dyersburg,TN,38024,731-287-7289 x,731-287-7385 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,36.04634274,-89.379501,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
614GN,Helena VA Clinic,Helena,Primary Care CBOC,812A Newman Drive,,Helena,AR,72342,870-338-8308 x,901-577-7491 x,877-291-5311 x,901-523-8990 x7750,901-523-8990 x6640,901-523-8990 x5202,34.51084286,-90.62438769,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
614QA,Union Avenue VA Clinic,Union Avenue-Memphis,Other Outpatient Services (OOS),1407 Union Avenue,11th Floor,Memphis,TN,38104,901-523-8990 x5661,901-577-7491 x,901-523-8990 x5,901-523-8990 x7750,901-523-8990 x7971,901-523-8990 x5202,35.13666341,-90.01493456,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
621,James H. Quillen Department of Veterans Affairs Medical Center,Mountain Home,VA Medical Center (VAMC),Corner of Lamont Street and Veterans Way,,Mountain Home,TN,37684,423-926-1171 x,423-979-3572 x,877-291-5311 x,423-926-1171 x7221,423-926-1171 x7832,423-926-1171 x2495,36.311152,-82.3731329,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
