facility_id,service_level_1,service_level_2
642,Rehabilitation Care and Services,Spinal Cord Injury
642,Rehabilitation Care and Services,
642,Wellness and Preventative Care,Eating Right: Diet and Nutrition
642,Wellness and Preventative Care,Weight Management Services/MOVE! 
642,Wellness and Preventative Care,
642BU,Wellness and Preventative Care,Weight Management Services/MOVE! 
642BU,Wellness and Preventative Care,
642GA,Mental Health Care,Outpatient Mental Health Care
642GA,Mental Health Care,
642GA,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
642GA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
642GA,Outpatient Medical Specialty Care,Internal Medicine
642GA,Outpatient Medical Specialty Care,Neurology
642GA,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
642GA,Outpatient Medical Specialty Care,
642GA,Outpatient Surgical Specialty Care, Podiatry
642GA,Outpatient Surgical Specialty Care,
642GA,Primary Care,
642GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
642GA,Wellness and Preventative Care,
642GC,Audiology,
642GC,Eye (Vision) Care,Optometry
642GC,Eye (Vision) Care,
642GC,Mental Health Care,Outpatient Mental Health Care
642GC,Mental Health Care,
642GC,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
642GC,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
642GC,Outpatient Medical Specialty Care,Diabetes
642GC,Outpatient Medical Specialty Care,Internal Medicine
642GC,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
642GC,Outpatient Medical Specialty Care,
642GC,Outpatient Surgical Specialty Care,Pain Management Clinic 
642GC,Outpatient Surgical Specialty Care,
642GC,Primary Care,
642GC,Rehabilitation Care and Services,Audiology
642GC,Rehabilitation Care and Services,
642GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
642GC,Wellness and Preventative Care,
642GD,Audiology,
642GD,Diagnostic Services,Nuclear Medicine 
642GD,Diagnostic Services,
642GD,Eye (Vision) Care,Optometry
642GD,Eye (Vision) Care,
642GD,Mental Health Care,Outpatient Mental Health Care
642GD,Mental Health Care,
642GD,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
642GD,Outpatient Medical Specialty Care,Diabetes
642GD,Outpatient Medical Specialty Care,Rheumatology/Arthritis
642GD,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
642GD,Outpatient Medical Specialty Care,
642GD,Outpatient Surgical Specialty Care,Pain Management Clinic 
642GD,Outpatient Surgical Specialty Care,
642GD,Primary Care,
642GD,Rehabilitation Care and Services,Audiology
642GD,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
642GD,Rehabilitation Care and Services,
642GD,Wellness and Preventative Care,Eating Right: Diet and Nutrition
642GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
642GD,Wellness and Preventative Care,
646,Audiology,
646,Dental Services,
646,Diagnostic Services,Imaging and Radiology
646,Diagnostic Services,Lab Services
646,Diagnostic Services,Nuclear Medicine 
646,Diagnostic Services,
646,Extended Care,Outpatient Geriatric Medicine
646,Extended Care,
646,Eye (Vision) Care,Ophthalmology
646,Eye (Vision) Care,Optometry
646,Eye (Vision) Care,
646,Mental Health Care,Outpatient Mental Health Care
646,Mental Health Care,Outpatient Specialized Mental Health Care 
646,Mental Health Care,
646,Outpatient Medical Specialty Care,Allergy and Immunology
646,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
646,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
646,Outpatient Medical Specialty Care,Diabetes
646,Outpatient Medical Specialty Care,Dialysis and Dialysis Support Services 
646,Outpatient Medical Specialty Care,Endocrinology
646,Outpatient Medical Specialty Care,Gastroenterology
646,Outpatient Medical Specialty Care,Infectious Disease
646,Outpatient Medical Specialty Care,Internal Medicine
646,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
646,Outpatient Medical Specialty Care,Neurology
646,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
646,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
646,Outpatient Medical Specialty Care,Rheumatology/Arthritis
646,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
646,Outpatient Medical Specialty Care,
646,Outpatient Surgical Specialty Care, Podiatry
646,Outpatient Surgical Specialty Care,Cardiac Surgery 
646,Outpatient Surgical Specialty Care,Colo-Rectal Surgery
646,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
646,Outpatient Surgical Specialty Care,General Surgery
646,Outpatient Surgical Specialty Care,Gynecology
646,Outpatient Surgical Specialty Care,Neurosurgery 
646,Outpatient Surgical Specialty Care,Ophthalmology
646,Outpatient Surgical Specialty Care,Orthopedics
646,Outpatient Surgical Specialty Care,Pain Management Clinic 
646,Outpatient Surgical Specialty Care,Plastic Surgery
646,Outpatient Surgical Specialty Care,Thoracic Surgery
646,Outpatient Surgical Specialty Care,Urology
646,Outpatient Surgical Specialty Care,Vascular Surgery
646,Outpatient Surgical Specialty Care,
646,Primary Care,
646,Rehabilitation Care and Services,Audiology
646,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
646,Rehabilitation Care and Services,Speech Pathology
646,Rehabilitation Care and Services,
646,Wellness and Preventative Care,Eating Right: Diet and Nutrition
646,Wellness and Preventative Care,Weight Management Services/MOVE! 
646,Wellness and Preventative Care,
646A4,Audiology,
646A4,Dental Services,
646A4,Extended Care,Outpatient Geriatric Medicine
646A4,Extended Care,
646A4,Eye (Vision) Care,Ophthalmology
646A4,Eye (Vision) Care,Optometry
646A4,Eye (Vision) Care,
646A4,Mental Health Care,Outpatient Mental Health Care
646A4,Mental Health Care,Outpatient Specialized Mental Health Care 
646A4,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
646A4,Mental Health Care,
646A4,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
646A4,Outpatient Medical Specialty Care,Internal Medicine
646A4,Outpatient Medical Specialty Care,Neurology
646A4,Outpatient Medical Specialty Care,Rheumatology/Arthritis
646A4,Outpatient Medical Specialty Care,
646A4,Outpatient Surgical Specialty Care, Podiatry
646A4,Outpatient Surgical Specialty Care,Ophthalmology
646A4,Outpatient Surgical Specialty Care,Pain Management Clinic 
646A4,Outpatient Surgical Specialty Care,
646A4,Primary Care,
646A4,Rehabilitation Care and Services,Amputation System of Care Services
646A4,Rehabilitation Care and Services,Audiology
646A4,Rehabilitation Care and Services,Compensated Work Therapy
646A4,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
646A4,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
646A4,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
646A4,Rehabilitation Care and Services,Speech Pathology
646A4,Rehabilitation Care and Services,Spinal Cord Injury
646A4,Rehabilitation Care and Services,
646A4,Wellness and Preventative Care,Weight Management Services/MOVE! 
646A4,Wellness and Preventative Care,
646GA,Audiology,
646GA,Mental Health Care,Outpatient Mental Health Care
646GA,Mental Health Care,
646GA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
646GA,Outpatient Medical Specialty Care,Diabetes
646GA,Outpatient Medical Specialty Care,
646GA,Outpatient Surgical Specialty Care, Podiatry
646GA,Outpatient Surgical Specialty Care,
646GA,Primary Care,
646GA,Rehabilitation Care and Services,Audiology
646GA,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
646GA,Rehabilitation Care and Services,
646GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
646GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
646GA,Wellness and Preventative Care,
646GB,Audiology,
646GB,Mental Health Care,Outpatient Mental Health Care
646GB,Mental Health Care,
646GB,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
646GB,Outpatient Medical Specialty Care,Diabetes
646GB,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
646GB,Outpatient Medical Specialty Care,
646GB,Outpatient Surgical Specialty Care, Podiatry
646GB,Outpatient Surgical Specialty Care,
646GB,Primary Care,
646GB,Rehabilitation Care and Services,Audiology
646GB,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
646GB,Rehabilitation Care and Services,Speech Pathology
646GB,Rehabilitation Care and Services,
646GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
646GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
646GB,Wellness and Preventative Care,
646GC,Audiology,
646GC,Mental Health Care,Outpatient Mental Health Care
646GC,Mental Health Care,
646GC,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
646GC,Outpatient Medical Specialty Care,Diabetes
646GC,Outpatient Medical Specialty Care,
646GC,Outpatient Surgical Specialty Care, Podiatry
646GC,Outpatient Surgical Specialty Care,
646GC,Primary Care,
646GC,Rehabilitation Care and Services,Audiology
646GC,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
646GC,Rehabilitation Care and Services,
646GC,Wellness and Preventative Care,Eating Right: Diet and Nutrition
646GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
646GC,Wellness and Preventative Care,
646GD,Audiology,
646GD,Mental Health Care,Outpatient Mental Health Care
646GD,Mental Health Care,
646GD,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
646GD,Outpatient Medical Specialty Care,Diabetes
646GD,Outpatient Medical Specialty Care,
646GD,Outpatient Surgical Specialty Care, Podiatry
646GD,Outpatient Surgical Specialty Care,
646GD,Primary Care,
646GD,Rehabilitation Care and Services,Audiology
646GD,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
646GD,Rehabilitation Care and Services,
646GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
646GD,Wellness and Preventative Care,
646GE,Audiology,
646GE,Mental Health Care,Outpatient Mental Health Care
646GE,Mental Health Care,
646GE,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
646GE,Outpatient Medical Specialty Care,Diabetes
646GE,Outpatient Medical Specialty Care,
646GE,Outpatient Surgical Specialty Care, Podiatry
646GE,Outpatient Surgical Specialty Care,
646GE,Primary Care,
646GE,Rehabilitation Care and Services,Audiology
646GE,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
646GE,Rehabilitation Care and Services,
646GE,Wellness and Preventative Care,Weight Management Services/MOVE! 
646GE,Wellness and Preventative Care,
693,Audiology,
693,Dental Services,
693,Diagnostic Services,Imaging and Radiology
693,Diagnostic Services,Lab Services
693,Diagnostic Services,Nuclear Medicine 
693,Diagnostic Services,
693,Extended Care,Outpatient Geriatric Medicine
693,Extended Care,
693,Eye (Vision) Care,Ophthalmology
693,Eye (Vision) Care,Optometry
693,Eye (Vision) Care,
693,Mental Health Care,Outpatient Mental Health Care
693,Mental Health Care,Outpatient Specialized Mental Health Care 
693,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
693,Mental Health Care,
693,Outpatient Medical Specialty Care,Allergy and Immunology
693,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
693,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
693,Outpatient Medical Specialty Care,Diabetes
693,Outpatient Medical Specialty Care,Dialysis and Dialysis Support Services 
693,Outpatient Medical Specialty Care,Endocrinology
693,Outpatient Medical Specialty Care,Gastroenterology
693,Outpatient Medical Specialty Care,Hematology (Blood) Services 
693,Outpatient Medical Specialty Care,Infectious Disease
693,Outpatient Medical Specialty Care,Internal Medicine
693,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
693,Outpatient Medical Specialty Care,Neurology
693,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
693,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
693,Outpatient Medical Specialty Care,Rheumatology/Arthritis
693,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
693,Outpatient Medical Specialty Care,
693,Outpatient Surgical Specialty Care, Podiatry
693,Outpatient Surgical Specialty Care,General Surgery
693,Outpatient Surgical Specialty Care,Gynecology
693,Outpatient Surgical Specialty Care,Neurosurgery 
693,Outpatient Surgical Specialty Care,Ophthalmology
693,Outpatient Surgical Specialty Care,Orthopedics
693,Outpatient Surgical Specialty Care,Pain Management Clinic 
693,Outpatient Surgical Specialty Care,Urology
693,Outpatient Surgical Specialty Care,
693,Primary Care,
693,Rehabilitation Care and Services,Audiology
693,Rehabilitation Care and Services,Compensated Work Therapy
693,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
693,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
693,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
693,Rehabilitation Care and Services,Speech Pathology
693,Rehabilitation Care and Services,Spinal Cord Injury
693,Rehabilitation Care and Services,
693,Wellness and Preventative Care,Eating Right: Diet and Nutrition
693,Wellness and Preventative Care,Weight Management Services/MOVE! 
693,Wellness and Preventative Care,
693B4,Audiology,
693B4,Dental Services,
693B4,Diagnostic Services,Imaging and Radiology
693B4,Diagnostic Services,Lab Services
693B4,Diagnostic Services,
693B4,Eye (Vision) Care,Ophthalmology
693B4,Eye (Vision) Care,Optometry
693B4,Eye (Vision) Care,
693B4,Mental Health Care,Outpatient Mental Health Care
693B4,Mental Health Care,Outpatient Specialized Mental Health Care 
693B4,Mental Health Care,
693B4,Outpatient Medical Specialty Care,Allergy and Immunology
693B4,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
693B4,Outpatient Medical Specialty Care,Diabetes
693B4,Outpatient Medical Specialty Care,Endocrinology
693B4,Outpatient Medical Specialty Care,Neurology
693B4,Outpatient Medical Specialty Care,
693B4,Outpatient Surgical Specialty Care, Podiatry
693B4,Outpatient Surgical Specialty Care,Gynecology
693B4,Outpatient Surgical Specialty Care,Ophthalmology
693B4,Outpatient Surgical Specialty Care,
693B4,Primary Care,
693B4,Rehabilitation Care and Services,Audiology
693B4,Rehabilitation Care and Services,Compensated Work Therapy
693B4,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
693B4,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
693B4,Rehabilitation Care and Services,
693B4,Wellness and Preventative Care,Eating Right: Diet and Nutrition
693B4,Wellness and Preventative Care,Weight Management Services/MOVE! 
693B4,Wellness and Preventative Care,
693GA,Diagnostic Services,Imaging and Radiology
693GA,Diagnostic Services,Lab Services
693GA,Diagnostic Services,
693GA,Eye (Vision) Care,Optometry
693GA,Eye (Vision) Care,
693GA,Mental Health Care,Outpatient Mental Health Care
693GA,Mental Health Care,
693GA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
